Tên trường,Link đề án,Địa chỉ
DBD - Trường Đại Học Bình Dương,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-binh-duong-DBD.html,Bình Dương
DTV - Trường Đại Học Lương Thế Vinh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-luong-the-vinh-DTV.html,Nam Định
VJU - Trường Đại học Việt Nhật - ĐHQG Hà Nội,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-viet-nhat-ha-noi-VJU.html,Hà Nội
BVU - Trường Đại Học Bà Rịa – Vũng Tàu,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-ba-ria-vung-tau-BVU.html,Bà Rịa- Vũng Tàu
DHN - Trường Đại Học Nghệ Thuật Huế,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-nghe-thuat-hue-DHN.html,Huế
MIT - Trường Đại học Công nghệ Miền Đông,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghe-mien-dong-MIT.html,Đồng Nai
FPT - Trường Đại Học FPT,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-fpt-FPT.html,Hà Nội
DKB - Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kinh-te-ky-thuat-binh-duong-DKB.html,Bình Dương
UEF - Trường Đại Học Kinh Tế Tài Chính TPHCM,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kinh-te-tai-chinh-tphcm-UEF.html,Hồ Chí Minh
DFA - Trường Đại học Tài chính Quản trị kinh doanh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-tai-chinh-quan-tri-kinh-doanh-DFA.html,Hưng Yên
TTG - Trường Đại Học Tiền Giang,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-tien-giang-TTG.html,Tiền Giang
DTE - Trường Đại học Kinh tế và Quản trị kinh doanh Thái Nguyên,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kinh-te-quan-tri-kinh-doanh-thai-nguyen-DTE.html,Thái Nguyên
PVU - Trường Đại Học Dầu Khí Việt Nam,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-dau-khi-viet-nam-PVU.html,Bà Rịa- Vũng Tàu
DNT - Trường Đại Học Ngoại Ngữ Tin Học TPHCM,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-ngoai-ngu-tin-hoc-tphcm-DNT.html,HCM - Hồ Chí Minh
SKV - Trường Đại Học Sư Phạm Kỹ Thuật Vinh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-su-pham-ky-thuat-vinh-SKV.html,Nghệ An
CEA - Trường Đại học Nghệ An,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-nghe-an-CEA.html,Nghệ An
LNH - Trường Đại Học Lâm nghiệp,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-lam-nghiep-LNH.html,Hà Nội
DVH - Trường Đại Học Văn Hiến,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-van-hien-DVH.html,HCM - Hồ Chí Minh
DQT - Trường Đại Học Quang Trung,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-quang-trung-DQT.html,Bình Định
HSU - Trường Đại Học Hoa Sen,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-hoa-sen-HSU.html,Hồ Chí Minh
DPT - Trường Đại Học Phan Thiết,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-phan-thiet-DPT.html,Bình Thuận
DCD - Trường Đại Học Công Nghệ Đồng Nai,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghe-dong-nai-DCD.html,Đồng Nai
EIU - Trường Đại Học Quốc Tế Miền Đông,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-quoc-te-mien-dong-EIU.html,Bình Dương
DDV - Viện nghiên cứu và đào tạo Việt Anh - Đại học Đà Nẵng,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/vien-nghien-cuu-va-dao-tao-viet-anh-dai-hoc-da-nang-DDV.html,Đà Nẵng
TDB - Trường Đại Học Thể Dục Thể Thao Bắc Ninh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-the-duc-the-thao-bac-ninh-TDB.html,Bắc Ninh
DHE - Khoa Kỹ thuật và Công nghệ - Đại học Huế,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/khoa-ky-thuat-va-cong-nghe-dai-hoc-hue-DHE.html,Huế
DTB - Trường Đại Học Thái Bình,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-thai-binh-DTB.html,Thái Bình
HVD - Học Viện Dân Tộc,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-dan-toc-HVD.html,Hà Nội
DHT - Trường Đại Học Khoa Học Huế,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-khoa-hoc-hue-DHT.html,Huế
DTZ - Trường Đại Học Khoa Học Thái Nguyên,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-khoa-hoc-thai-nguyen-DTZ.html,Thái Nguyên
HDT - Trường Đại Học Hồng Đức,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-hong-duc-HDT.html,Thanh Hóa
DNU - Trường Đại Học Đồng Nai,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-dong-nai-DNU.html,Đồng Nai
LNS - Phân hiệu Đại Học Lâm nghiệp tại Đồng Nai,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/phan-hieu-dai-hoc-lam-nghiep-tai-dong-nai-LNS.html,Đồng Nai
DTM - Trường Đại học Tài Nguyên và Môi Trường TPHCM,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-tai-nguyen-va-moi-truong-tphcm-DTM.html,HCM - Hồ Chí Minh
NTU - Trường Đại Học Nguyễn Trãi,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-nguyen-trai-NTU.html,Hà Nội
CCM - Trường Đại học Công nghiệp và Thương mại Hà Nội,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghiep-va-thuong-mai-ha-noi-CCM.html,Hà Nội
VUI - Trường Đại Học Công Nghiệp Việt Trì,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghiep-viet-tri-VUI.html,Phú Thọ
DHL - Trường Đại Học Nông Lâm Huế,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-nong-lam-hue-DHL.html,Huế
DTQ - Khoa Quốc Tế - Đại Học Thái Nguyên,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/khoa-quoc-te-dai-hoc-thai-nguyen-DTQ.html,Thái Nguyên
SIU - Trường Đại học Tư thục Quốc Tế Sài Gòn,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-quoc-te-sai-gon-SIU.html,HCM - Hồ Chí Minh
DCA - Trường Đại học Intracom,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-chu-van-an-DCA.html,Hưng Yên
DLA - Trường Đại Học Kinh Tế Công Nghiệp Long An,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kinh-te-cong-nghiep-long-an-DLA.html,Long An
DBH - Trường Đại Học Quốc Tế Bắc Hà,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-quoc-te-bac-ha-DBH.html,Hà Nội
SKN - Trường Đại Học Sư Phạm Kỹ Thuật Nam Định,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-su-pham-ky-thuat-nam-dinh-SKN.html,Nam Định
NLG - Phân hiệu Đại học Nông Lâm TPHCM tại Gia Lai,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/phan-hieu-dai-hoc-nong-lam-tphcm-tai-gia-lai-NLG.html,Gia Lai
DTN - Trường Đại Học Nông Lâm Thái Nguyên,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-nong-lam-thai-nguyen-DTN.html,Thái Nguyên
UMT - Trường Đại học Quản lý và công nghệ TPHCM,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-quan-ly-va-cong-nghe-tphcm-UMT.html,Hồ Chí Minh
DCQ - Trường Đại Học Công Nghệ và Quản Lý Hữu Nghị,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghe-va-quan-ly-huu-nghi-DCQ.html,Hà Nội
DHQ - Phân Hiệu Đại Học Huế tại Quảng Trị,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/phan-hieu-dai-hoc-hue-tai-quang-tri-DHQ.html,Huế
TBD - Trường Đại Học Thái Bình Dương,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-thai-binh-duong-TBD.html,Khánh Hòa
DHV - Trường Đại học Hùng Vương TPHCM,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-hung-vuong-tphcm-DHV.html,Hồ Chí Minh
DVB - Trường Đại Học Kinh tế công nghệ Thái Nguyên,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kinh-te-cong-nghe-thai-nguyen-DVB.html,Thái Nguyên
DPX - Trường Đại Học Phú Xuân,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-phu-xuan-DPX.html,Huế
HPU - Trường Đại học Quản lý và Công nghệ Hải Phòng,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-quan-ly-va-cong-nghe-hai-phong-HPU.html,Hải Phòng
MTU - Trường Đại Học Xây Dựng Miền Tây,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-xay-dung-mien-tay-MTU.html,Vĩnh Long
VHD - Trường Đại Học Công Nghiệp Việt - Hung,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghiep-viet-hung-VHD.html,Hà Nội
LNA - Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/phan-hieu-dai-hoc-lam-nghiep-tinh-gia-lai-LNA.html,"Gia Lai, Hồ Chí Minh"
NHP - Học Viện Ngân Hàng (Phân Viện Phú Yên),https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-ngan-hang-phan-vien-phu-yen-NHP.html,Phú Yên
UFA - Trường Đại học Tài Chính Kế Toán,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/-UFA.html,Quảng Ngãi
GDU - Trường Đại Học Gia Định,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-gia-dinh-GDU.html,Hồ Chí Minh
DDM - Trường Đại Học Công Nghiệp Quảng Ninh,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghiep-quang-ninh-DDM.html,Quảng Ninh
XDT - Trường Đại Học Xây Dựng Miền Trung,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-xay-dung-mien-trung-XDT.html,Phú Yên
DSG - Trường Đại Học Công Nghệ Sài Gòn,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghe-sai-gon-DSG.html,HCM - Hồ Chí Minh
XDN - Phân hiệu Đại học Xây dựng miền Trung tại Đà Nẵng,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/phan-hieu-dai-hoc-xay-dung-mien-trung-tai-da-nang-XDN.html,Đà Nẵng
DBG - Trường Đại học Nông Lâm Bắc Giang,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-nong-lam-bac-giang-DBG.html,Bắc Giang
TTB - Trường Đại Học Tây Bắc,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-tay-bac-TTB.html,Sơn La
TDL - Trường Đại Học Đà Lạt,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-da-lat-TDL.html,Lâm Đồng
TQU - Trường Đại học Tân Trào,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-tan-trao-TQU.html,Tuyên Quang
TKG - Trường Đại học Kiên Giang,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-kien-giang-TKG.html,Kiên Giang
"DVD - Trường Đại Học Văn Hóa, Thể Thao Và Du Lịch Thanh Hóa",https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-van-hoa-the-thao-va-du-lich-thanh-hoa-DVD.html,Thanh Hóa
DNB - Trường Đại Học Hoa Lư,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-hoa-lu-DNB.html,Ninh Bình
HVA - Học Viện Âm Nhạc Huế,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-am-nhac-hue-HVA.html,Huế
NVH - Học Viện Âm Nhạc Quốc Gia Việt Nam,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-am-nhac-quoc-gia-viet-nam-NVH.html,Hà Nội
NVS - Nhạc Viện TPHCM,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/nhac-vien-tphcm-NVS.html,Hồ Chí Minh
DVX - Trường Đại Học Công Nghệ Vạn Xuân,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghe-van-xuan-DVX.html,Nghệ An
DHH - Trường Đại Học Hà Hoa Tiên,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-ha-hoa-tien-DHH.html,Hà Nam
MTC - Trường Đại Học Mỹ Thuật Công Nghiệp,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-my-thuat-cong-nghiep-MTC.html,Hà Nội
MTS - Trường Đại Học Mỹ Thuật TPHCM,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-my-thuat-tphcm-MTS.html,Hồ Chí Minh
MTH - Trường Đại Học Mỹ Thuật Việt Nam,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-my-thuat-viet-nam-MTH.html,Hà Nội
YHT - Phân hiệu Đại học Y Hà Nội tại Thanh Hóa,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/phan-hieu-dai-hoc-y-ha-noi-tai-thanh-hoa-YHT.html,Thanh Hóa
RMU - Trường Đại Học Quốc Tế RMIT Việt Nam,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-quoc-te-rmit-viet-nam-RMU.html,"Hồ Chí Minh, Hà Nội"
RHM - Trường Đại Học Răng – Hàm – Mặt,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-rang-ham-mat-RHM.html,Hà Nội
SKD - Trường Đại Học Sân Khấu Điện Ảnh Hà Nội,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-san-khau-dien-anh-ha-noi-SKD.html,Hà Nội
CIV - Học viện Công giáo Việt Nam,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-cong-giao-viet-nam-CIV.html,Hồ Chí Minh
ZNH - Trường Đại học Văn hóa Nghệ thuật Quân đội,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-van-hoa-nghe-thuat-quan-doi-ZNH.html,Hà Nội
LCDF - Học viện Thiết kế và Thời trang London Hà Nội,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-thiet-ke-va-thoi-trang-london-ha-noi-LCDF.html,Hà Nội
DNV - Trường Đại học Nội vụ Hà Nội,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-noi-vu-ha-noi-DNV.html,Hà Nội
VPH - Trường Sĩ Quan Kĩ Thuật Quân Sự -  Hệ Quân sự - Đại Học Trần Đại Nghĩa,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/truong-si-quan-ki-thuat-quan-su-he-quan-su-dai-hoc-tran-dai-nghia-VPH.html,Hồ Chí Minh
DSD - Trường Đại Học Sân Khấu Điện Ảnh TPHCM,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-san-khau-dien-anh-tphcm-DSD.html,HCM - Hồ Chí Minh
DDA - Trường Đại Học Công Nghệ Đông Á,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghe-dong-a-DDA.html,Bắc Ninh
BMU - Trường Đại học Y Dược Buôn Ma Thuột,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-y-duoc-buon-ma-thuot-BMU.html,Đắk Lắk
DDG - Khoa Giáo dục thể chất Đà Nẵng,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/khoa-giao-duc-the-chat-da-nang-DDG.html,Đà Nẵng
VKU - Trường Đại học Công nghệ Thông tin và Truyền thông Việt Hàn - Đại học Đà Nẵng,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/dai-hoc-cong-nghe-thong-tin-va-truyen-thong-viet-han-dai-hoc-da-nang-VKU.html,Đà Nẵng
DQH - Học Viện Kỹ Thuật Quân Sự - Hệ Dân sự,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-ky-thuat-quan-su-he-dan-su-DQH.html,Hà Nội
DNH - Học Viện Khoa Học Quân Sự - Hệ Dân sự,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-khoa-hoc-quan-su-he-dan-su-DNH.html,Hà Nội
DYH - Học Viện Quân Y - Hệ Dân sự,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/hoc-vien-quan-y-he-dan-su-DYH.html,Hà Nội
TCU - Trường Sĩ Quan Thông Tin - Hệ Dân Sự - Đại Học Thông Tin Liên Lạc,https://diemthi.tuyensinh247.com/de-an-tuyen-sinh/truong-si-quan-thong-tin-he-dan-su-dai-hoc-thong-tin-lien-lac-TCU.html,Khánh Hòa
